locality_name,gazetted_locality_name,vicnames_id,ufi,pfi,source
GLEN VALLEY,GLEN VALLEY,101270,468965634,205407516,Victoria Locality Boundary layer (MapServer/2)
GLEN WAVERLEY,GLEN WAVERLEY,101271,767125259,205409628,Victoria Locality Boundary layer (MapServer/2)
GLEN WILLS,GLEN WILLS,101272,468965627,205409067,Victoria Locality Boundary layer (MapServer/2)
GLENAIRE,GLENAIRE,101273,805745232,205408032,Victoria Locality Boundary layer (MapServer/2)
GLENALADALE,GLENALADALE,101274,468966497,205408691,Victoria Locality Boundary layer (MapServer/2)
GLENALBYN,GLENALBYN,101275,468965330,205408254,Victoria Locality Boundary layer (MapServer/2)
GLENAROUA,GLENAROUA,101276,814063476,205407784,Victoria Locality Boundary layer (MapServer/2)
GLENBRAE,GLENBRAE,101277,835229270,205409281,Victoria Locality Boundary layer (MapServer/2)
GLENBURN,GLENBURN,101278,806917050,205407723,Victoria Locality Boundary layer (MapServer/2)
GLENDARUEL,GLENDARUEL,101279,831486723,205409721,Victoria Locality Boundary layer (MapServer/2)
GLENDONALD,GLENDONALD,103718,831486730,205409727,Victoria Locality Boundary layer (MapServer/2)
GLENFALLOCH,GLENFALLOCH,103510,808851326,205407991,Victoria Locality Boundary layer (MapServer/2)
GLENFYNE,GLENFYNE,101281,810305692,205408628,Victoria Locality Boundary layer (MapServer/2)
GLENGARRY,GLENGARRY,101282,832994350,205408072,Victoria Locality Boundary layer (MapServer/2)
GLENGARRY NORTH,GLENGARRY NORTH,101284,808851373,205408788,Victoria Locality Boundary layer (MapServer/2)
GLENGARRY WEST,GLENGARRY WEST,101286,808851378,205409226,Victoria Locality Boundary layer (MapServer/2)
GLENGOWER,GLENGOWER,101288,831486704,205408622,Victoria Locality Boundary layer (MapServer/2)
GLENHOPE,GLENHOPE,101289,814063477,205408121,Victoria Locality Boundary layer (MapServer/2)
GLENHOPE EAST,GLENHOPE EAST,101290,814063478,205409319,Victoria Locality Boundary layer (MapServer/2)
GLENISLA,GLENISLA,101292,840422624,205407476,Victoria Locality Boundary layer (MapServer/2)
GLENLEE,GLENLEE,101293,535917840,205407742,Victoria Locality Boundary layer (MapServer/2)
GLENLOFTY,GLENLOFTY,101294,540340896,205408575,Victoria Locality Boundary layer (MapServer/2)
GLENLOGIE,GLENLOGIE,101295,541122134,205408454,Victoria Locality Boundary layer (MapServer/2)
GLENLOTH,GLENLOTH,101297,847360167,205408335,Victoria Locality Boundary layer (MapServer/2)
GLENLOTH EAST,GLENLOTH EAST,101298,847360165,205408960,Victoria Locality Boundary layer (MapServer/2)
GLENLUCE,GLENLUCE,101300,841274387,205409290,Victoria Locality Boundary layer (MapServer/2)
GLENLYON,GLENLYON,101301,841274390,205408268,Victoria Locality Boundary layer (MapServer/2)
GLENMAGGIE,GLENMAGGIE,101302,832994338,205407593,Victoria Locality Boundary layer (MapServer/2)
GLENMORE,GLENMORE,101303,802469083,205408785,Victoria Locality Boundary layer (MapServer/2)
GLENORCHY,GLENORCHY,101304,468965664,205407678,Victoria Locality Boundary layer (MapServer/2)
GLENORMISTON NORTH,GLENORMISTON NORTH,101305,810305652,205409108,Victoria Locality Boundary layer (MapServer/2)
GLENORMISTON SOUTH,GLENORMISTON SOUTH,101307,810305653,205409538,Victoria Locality Boundary layer (MapServer/2)
GLENPATRICK,GLENPATRICK,101308,549264315,205409522,Victoria Locality Boundary layer (MapServer/2)
GLENROWAN,GLENROWAN,101310,468965305,205408759,Victoria Locality Boundary layer (MapServer/2)
GLENROWAN WEST,GLENROWAN WEST,101311,468965344,205408821,Victoria Locality Boundary layer (MapServer/2)
GLENROY,GLENROY,101312,880598647,205409903,Victoria Locality Boundary layer (MapServer/2)
GLENTHOMPSON,GLENTHOMPSON,101314,798567181,205407498,Victoria Locality Boundary layer (MapServer/2)
GLOMAR BEACH,GLOMAR BEACH,101315,468967359,205409919,Victoria Locality Boundary layer (MapServer/2)
GNARWARRE,GNARWARRE,101316,796758803,205408399,Victoria Locality Boundary layer (MapServer/2)
GNOTUK,GNOTUK,101317,810305662,205409572,Victoria Locality Boundary layer (MapServer/2)
GOBARUP,GOBARUP,101318,468965474,205408138,Victoria Locality Boundary layer (MapServer/2)
GOBUR,GOBUR,101319,806917013,205408419,Victoria Locality Boundary layer (MapServer/2)
GOLDEN BEACH,GOLDEN BEACH,101320,468967255,205409510,Victoria Locality Boundary layer (MapServer/2)
GOLDEN GULLY,GOLDEN GULLY,101321,824742295,205410213,Victoria Locality Boundary layer (MapServer/2)
GOLDEN POINT (BALLARAT),GOLDEN POINT,101322,829328760,205410301,Victoria Locality Boundary layer (MapServer/2)
GOLDEN POINT (CASTLEMAINE),GOLDEN POINT,101323,841274369,205409920,Victoria Locality Boundary layer (MapServer/2)
GOLDEN POINT (MARYBOROUGH),GOLDEN POINT,101324,468965829,205410338,Victoria Locality Boundary layer (MapServer/2)
GOLDEN SQUARE,GOLDEN SQUARE,101325,824742288,205409925,Victoria Locality Boundary layer (MapServer/2)
GOLDIE,GOLDIE,101326,857824967,205409113,Victoria Locality Boundary layer (MapServer/2)
GOLDSBOROUGH,GOLDSBOROUGH,101327,843399938,205409513,Victoria Locality Boundary layer (MapServer/2)
GONG GONG,GONG GONG,101329,829328744,205410195,Victoria Locality Boundary layer (MapServer/2)
GONN CROSSING,GONN CROSSING,101330,468964859,205409958,Victoria Locality Boundary layer (MapServer/2)
GOOMALIBEE,GOOMALIBEE,101331,535917845,205408525,Victoria Locality Boundary layer (MapServer/2)
GOON NURE,GOON NURE,101332,836975056,205407716,Victoria Locality Boundary layer (MapServer/2)
GOONGERAH,GOONGERAH,101333,468966031,205407494,Victoria Locality Boundary layer (MapServer/2)
GOORAM,GOORAM,101335,806917008,205407902,Victoria Locality Boundary layer (MapServer/2)
GOORAMADDA,GOORAMADDA,101336,842441920,205408966,Victoria Locality Boundary layer (MapServer/2)
GOORAMBAT,GOORAMBAT,101337,849561990,205408002,Victoria Locality Boundary layer (MapServer/2)
GOORNONG,GOORNONG,101338,824742248,205407899,Victoria Locality Boundary layer (MapServer/2)
GOOROC,GOOROC,101339,468965326,205408663,Victoria Locality Boundary layer (MapServer/2)
GORAE,GORAE,101340,795436778,205408349,Victoria Locality Boundary layer (MapServer/2)
GORAE WEST,GORAE WEST,101341,795436779,205408363,Victoria Locality Boundary layer (MapServer/2)
GORDON,GORDON,101342,802469050,205408778,Victoria Locality Boundary layer (MapServer/2)
GORMANDALE,GORMANDALE,101343,468967308,205408120,Victoria Locality Boundary layer (MapServer/2)
GOROKE,GOROKE,101344,468965394,205407493,Victoria Locality Boundary layer (MapServer/2)
GOSCHEN,GOSCHEN,101345,468964846,205407720,Victoria Locality Boundary layer (MapServer/2)
GOUGHS BAY,GOUGHS BAY,101346,499595902,205408988,Victoria Locality Boundary layer (MapServer/2)
GOULBURN WEIR,GOULBURN WEIR,101348,815858189,205409501,Victoria Locality Boundary layer (MapServer/2)
GOWANBRAE,GOWANBRAE,101349,856969674,205410340,Victoria Locality Boundary layer (MapServer/2)
GOWANFORD,GOWANFORD,101350,468964837,205408729,Victoria Locality Boundary layer (MapServer/2)
GOWANGARDIE,GOWANGARDIE,101351,815858166,205409051,Victoria Locality Boundary layer (MapServer/2)
GOWAR EAST,GOWAR EAST,101352,847360188,205408482,Victoria Locality Boundary layer (MapServer/2)
GOWER,GOWER,101354,841274359,205409159,Victoria Locality Boundary layer (MapServer/2)
GRAHAMVALE,GRAHAMVALE,101355,877269558,205409666,Victoria Locality Boundary layer (MapServer/2)
GRAMPIANS,GRAMPIANS,101356,840422626,205407499,Victoria Locality Boundary layer (MapServer/2)
GRAND RIDGE,GRAND RIDGE,101357,812374059,205407770,Victoria Locality Boundary layer (MapServer/2)
GRANGEFIELDS,GRANGEFIELDS,123257,791830794,425650134,Victoria Locality Boundary layer (MapServer/2)
GRANITE FLAT,GRANITE FLAT,101359,468965129,205409174,Victoria Locality Boundary layer (MapServer/2)
GRANITE ROCK,GRANITE ROCK,101360,836975021,205409632,Victoria Locality Boundary layer (MapServer/2)
GRANTVILLE,GRANTVILLE,101361,804193101,205409661,Victoria Locality Boundary layer (MapServer/2)
GRANYA,GRANYA,101362,468965016,205407941,Victoria Locality Boundary layer (MapServer/2)
GRASS FLAT,GRASS FLAT,101363,468965453,205408715,Victoria Locality Boundary layer (MapServer/2)
GRASSDALE,GRASSDALE,101365,795436752,205407792,Victoria Locality Boundary layer (MapServer/2)
GRASSMERE,GRASSMERE,101366,798567231,205408058,Victoria Locality Boundary layer (MapServer/2)
GRAYS BRIDGE,GRAYS BRIDGE,101367,468965442,205409289,Victoria Locality Boundary layer (MapServer/2)
GRAYTOWN,GRAYTOWN,101368,814063356,205409408,Victoria Locality Boundary layer (MapServer/2)
GRE GRE,GRE GRE,101369,468965472,205408422,Victoria Locality Boundary layer (MapServer/2)
GRE GRE NORTH,GRE GRE NORTH,101370,468965418,205408380,Victoria Locality Boundary layer (MapServer/2)
GRE GRE SOUTH,GRE GRE SOUTH,101371,468965456,205408677,Victoria Locality Boundary layer (MapServer/2)
GREAT WESTERN,GREAT WESTERN,101373,840422622,205407747,Victoria Locality Boundary layer (MapServer/2)
GREDGWIN,GREDGWIN,101375,835229191,205408736,Victoria Locality Boundary layer (MapServer/2)
GREEN GULLY,GREEN GULLY,101376,841274377,205409977,Victoria Locality Boundary layer (MapServer/2)
GREENDALE,GREENDALE,101377,802469043,205408659,Victoria Locality Boundary layer (MapServer/2)
GREENHILL,GREENHILL,101378,839445887,205409828,Victoria Locality Boundary layer (MapServer/2)
GREENS CREEK,GREENS CREEK,101380,551460759,205407619,Victoria Locality Boundary layer (MapServer/2)
GREENSBOROUGH,GREENSBOROUGH,101381,713612023,205409848,Victoria Locality Boundary layer (MapServer/2)
GREENVALE,GREENVALE,101383,782291767,205409173,Victoria Locality Boundary layer (MapServer/2)
GREENWALD,GREENWALD,101384,795436763,205407730,Victoria Locality Boundary layer (MapServer/2)
GRENVILLE,GRENVILLE,101385,854384354,205408548,Victoria Locality Boundary layer (MapServer/2)
GRETA,GRETA,101387,588112582,205408893,Victoria Locality Boundary layer (MapServer/2)
GRETA SOUTH,GRETA SOUTH,101388,588112584,205408425,Victoria Locality Boundary layer (MapServer/2)
GRETA WEST,GRETA WEST,101389,588112581,205408855,Victoria Locality Boundary layer (MapServer/2)
GREY RIVER,GREY RIVER,101390,805745227,205410388,Victoria Locality Boundary layer (MapServer/2)
GRINGEGALGONA,GRINGEGALGONA,101391,788052879,205408127,Victoria Locality Boundary layer (MapServer/2)
GRITJURK,GRITJURK,101392,788052893,205408529,Victoria Locality Boundary layer (MapServer/2)
GROVEDALE,GROVEDALE,101393,728238651,205409888,Victoria Locality Boundary layer (MapServer/2)
GRUYERE,GRUYERE,101394,820278092,205408609,Victoria Locality Boundary layer (MapServer/2)
GUILDFORD,GUILDFORD,101396,841274382,205408655,Victoria Locality Boundary layer (MapServer/2)
GUNBOWER,GUNBOWER,101397,858016797,205407850,Victoria Locality Boundary layer (MapServer/2)
GUNDOWRING,GUNDOWRING,101398,468965190,205408143,Victoria Locality Boundary layer (MapServer/2)
GUNYAH,GUNYAH,101400,812374081,205409474,Victoria Locality Boundary layer (MapServer/2)
GUYS FOREST,GUYS FOREST,101401,468965001,205407675,Victoria Locality Boundary layer (MapServer/2)
GUYS HILL,GUYS HILL,101402,763860794,205410173,Victoria Locality Boundary layer (MapServer/2)
GYMBOWEN,GYMBOWEN,101403,468965515,205407810,Victoria Locality Boundary layer (MapServer/2)
HADDON,HADDON,101404,829328756,205409081,Victoria Locality Boundary layer (MapServer/2)
HADFIELD,HADFIELD,101405,858988763,205410217,Victoria Locality Boundary layer (MapServer/2)
HALLAM,HALLAM,101406,761136269,205409931,Victoria Locality Boundary layer (MapServer/2)
HALLORA,HALLORA,101407,812374021,205409253,Victoria Locality Boundary layer (MapServer/2)
HALLS GAP,HALLS GAP,101409,840422619,205408573,Victoria Locality Boundary layer (MapServer/2)
HALLSTON,HALLSTON,101411,812374038,205408690,Victoria Locality Boundary layer (MapServer/2)
HAMILTON,HAMILTON,101412,788052909,205407631,Victoria Locality Boundary layer (MapServer/2)
HAMLYN HEIGHTS,HAMLYN HEIGHTS,101413,728238617,205410152,Victoria Locality Boundary layer (MapServer/2)
HAMPTON,HAMPTON,101414,878455300,205410134,Victoria Locality Boundary layer (MapServer/2)
HAMPTON EAST,HAMPTON EAST,101415,720822371,205410335,Victoria Locality Boundary layer (MapServer/2)
HAMPTON PARK,HAMPTON PARK,101416,761136274,205409729,Victoria Locality Boundary layer (MapServer/2)
HANSONVILLE,HANSONVILLE,101417,588112583,205408440,Victoria Locality Boundary layer (MapServer/2)
HAPPY VALLEY (BALLARAT),HAPPY VALLEY,101418,792936253,205409491,Victoria Locality Boundary layer (MapServer/2)
HAPPY VALLEY (ROBINVALE),HAPPY VALLEY,101419,831486689,205408670,Victoria Locality Boundary layer (MapServer/2)
HARCOURT,HARCOURT,101420,841274357,205409242,Victoria Locality Boundary layer (MapServer/2)
HARCOURT NORTH,HARCOURT NORTH,101422,841274351,205408487,Victoria Locality Boundary layer (MapServer/2)
HARKAWAY,HARKAWAY,101423,820278161,205409747,Victoria Locality Boundary layer (MapServer/2)
HARKNESS,HARKNESS,123252,856969668,425633658,Victoria Locality Boundary layer (MapServer/2)
HARMERS HAVEN,HARMERS HAVEN,101424,804193146,205410287,Victoria Locality Boundary layer (MapServer/2)
HARRIETVILLE,HARRIETVILLE,101425,468965645,205407932,Victoria Locality Boundary layer (MapServer/2)
HARROW,HARROW,101427,788052857,205407467,Victoria Locality Boundary layer (MapServer/2)
HARSTON,HARSTON,101428,815858163,205408664,Victoria Locality Boundary layer (MapServer/2)
HASTINGS,HASTINGS,101429,776340595,205409304,Victoria Locality Boundary layer (MapServer/2)
HATTAH,HATTAH,101430,871073252,205407416,Victoria Locality Boundary layer (MapServer/2)
HAVELOCK,HAVELOCK,101431,843399945,205409254,Victoria Locality Boundary layer (MapServer/2)
HAVEN,HAVEN,101432,830094929,205409204,Victoria Locality Boundary layer (MapServer/2)
HAVILAH,HAVILAH,101433,468965448,205409810,Victoria Locality Boundary layer (MapServer/2)
HAWKESDALE,HAWKESDALE,101434,798567211,205407578,Victoria Locality Boundary layer (MapServer/2)
HAWKHURST,HAWKHURST,101435,468966150,205408986,Victoria Locality Boundary layer (MapServer/2)
HAWTHORN,HAWTHORN,101436,736755535,205410035,Victoria Locality Boundary layer (MapServer/2)
HAWTHORN EAST,HAWTHORN EAST,101437,736755538,205410190,Victoria Locality Boundary layer (MapServer/2)
HAZEL PARK,HAZEL PARK,101438,812374101,205409760,Victoria Locality Boundary layer (MapServer/2)
HAZELWOOD,HAZELWOOD,101440,800701836,205408772,Victoria Locality Boundary layer (MapServer/2)
HAZELWOOD NORTH,HAZELWOOD NORTH,101441,800701831,205408433,Victoria Locality Boundary layer (MapServer/2)
HAZELWOOD SOUTH,HAZELWOOD SOUTH,101442,800701841,205409703,Victoria Locality Boundary layer (MapServer/2)
HEALESVILLE,HEALESVILLE,101443,820278084,205407805,Victoria Locality Boundary layer (MapServer/2)
HEATH HILL,HEATH HILL,101445,808851408,205409261,Victoria Locality Boundary layer (MapServer/2)
HEATHCOTE,HEATHCOTE,101446,824742312,205407860,Victoria Locality Boundary layer (MapServer/2)
HEATHCOTE JUNCTION,HEATHCOTE JUNCTION,101447,814063511,205409847,Victoria Locality Boundary layer (MapServer/2)
HEATHCOTE SOUTH,HEATHCOTE SOUTH,101448,824742324,205409357,Victoria Locality Boundary layer (MapServer/2)
HEATHERTON,HEATHERTON,101449,720822373,205409987,Victoria Locality Boundary layer (MapServer/2)
HEATHMERE,HEATHMERE,101450,795436777,205408455,Victoria Locality Boundary layer (MapServer/2)
HEATHMONT,HEATHMONT,101451,855619812,205410119,Victoria Locality Boundary layer (MapServer/2)
HEDLEY,HEDLEY,101452,832994372,205407919,Victoria Locality Boundary layer (MapServer/2)
HEIDELBERG,HEIDELBERG,101454,856969680,205410228,Victoria Locality Boundary layer (MapServer/2)
HEIDELBERG HEIGHTS,HEIDELBERG HEIGHTS,101455,706500156,205410257,Victoria Locality Boundary layer (MapServer/2)
HEIDELBERG WEST,HEIDELBERG WEST,101456,857596570,205410209,Victoria Locality Boundary layer (MapServer/2)
HENSLEY PARK,HENSLEY PARK,101457,788052898,205407812,Victoria Locality Boundary layer (MapServer/2)
HENTY,HENTY,101458,795436742,205408527,Victoria Locality Boundary layer (MapServer/2)
HEPBURN,HEPBURN,101459,831486716,205410150,Victoria Locality Boundary layer (MapServer/2)
HEPBURN SPRINGS,HEPBURN SPRINGS,101460,831486718,205410221,Victoria Locality Boundary layer (MapServer/2)
HERNE HILL,HERNE HILL,101461,728238625,205410276,Victoria Locality Boundary layer (MapServer/2)
HERNES OAK,HERNES OAK,101463,808851406,205409398,Victoria Locality Boundary layer (MapServer/2)
HESKET,HESKET,101464,839445910,205409433,Victoria Locality Boundary layer (MapServer/2)
HESSE,HESSE,101465,805745157,205408618,Victoria Locality Boundary layer (MapServer/2)
HEXHAM,HEXHAM,101466,798567196,205407585,Victoria Locality Boundary layer (MapServer/2)
HEYFIELD,HEYFIELD,101467,832994343,205408302,Victoria Locality Boundary layer (MapServer/2)
HEYTESBURY LOWER,HEYTESBURY LOWER,101468,810305711,205409418,Victoria Locality Boundary layer (MapServer/2)
HEYWOOD,HEYWOOD,101470,795436772,205407544,Victoria Locality Boundary layer (MapServer/2)
HIAMDALE,HIAMDALE,101471,536182529,205409288,Victoria Locality Boundary layer (MapServer/2)
HIAWATHA,HIAWATHA,101472,832994361,205409216,Victoria Locality Boundary layer (MapServer/2)
HIGH CAMP,HIGH CAMP,101473,814063489,205408591,Victoria Locality Boundary layer (MapServer/2)
HIGHETT,HIGHETT,101474,852450339,205410171,Victoria Locality Boundary layer (MapServer/2)
HIGHLANDS,HIGHLANDS,101477,814063474,205407984,Victoria Locality Boundary layer (MapServer/2)
HIGHTON,HIGHTON,101478,728238635,205409790,Victoria Locality Boundary layer (MapServer/2)
HILGAY,HILGAY,101479,795436741,205409369,Victoria Locality Boundary layer (MapServer/2)
HILL END,HILL END,101480,808851365,205409105,Victoria Locality Boundary layer (MapServer/2)
HILLCREST,HILLCREST,101481,792936239,205409830,Victoria Locality Boundary layer (MapServer/2)
HILLDENE,HILLDENE,101482,814063472,205408218,Victoria Locality Boundary layer (MapServer/2)
HILLSIDE (BAIRNSDALE),HILLSIDE,101483,836975038,205408516,Victoria Locality Boundary layer (MapServer/2)
HILLSIDE (GREATER MELBOURNE),HILLSIDE,101485,791830790,205409937,Victoria Locality Boundary layer (MapServer/2)
HINNOMUNJIE,HINNOMUNJIE,101486,468965757,205409714,Victoria Locality Boundary layer (MapServer/2)
HMAS CERBERUS,HMAS CERBERUS,101487,776340609,205409687,Victoria Locality Boundary layer (MapServer/2)
HODDLES CREEK,HODDLES CREEK,101488,820278122,205408808,Victoria Locality Boundary layer (MapServer/2)
HOLLANDS LANDING,HOLLANDS LANDING,101490,468967038,205409725,Victoria Locality Boundary layer (MapServer/2)
HOMEBUSH,HOMEBUSH,101491,835229259,205408978,Victoria Locality Boundary layer (MapServer/2)
HOMERTON,HOMERTON,101492,798567220,205408701,Victoria Locality Boundary layer (MapServer/2)
HOMEWOOD,HOMEWOOD,101493,806917034,205408726,Victoria Locality Boundary layer (MapServer/2)
HOPETOUN,HOPETOUN,101494,468964866,205407413,Victoria Locality Boundary layer (MapServer/2)
HOPETOUN PARK,HOPETOUN PARK,101495,857413523,205409970,Victoria Locality Boundary layer (MapServer/2)
